Class,AngleCh1,AreaCh1,AvgIntenCh1,AvgIntenCh2,AvgIntenCh3,AvgIntenCh4,ConvexHullAreaRatioCh1,ConvexHullPerimRatioCh1,DiffIntenDensityCh1,DiffIntenDensityCh3,DiffIntenDensityCh4,EntropyIntenCh1,EntropyIntenCh3,EntropyIntenCh4,EqCircDiamCh1,EqEllipseLWRCh1,EqEllipseOblateVolCh1,EqEllipseProlateVolCh1,EqSphereAreaCh1,EqSphereVolCh1,FiberAlign2Ch3,FiberAlign2Ch4,FiberLengthCh1,FiberWidthCh1,IntenCoocASMCh3,IntenCoocASMCh4,IntenCoocContrastCh3,IntenCoocContrastCh4,IntenCoocEntropyCh3,IntenCoocEntropyCh4,IntenCoocMaxCh3,IntenCoocMaxCh4,KurtIntenCh1,KurtIntenCh3,KurtIntenCh4,LengthCh1,NeighborAvgDistCh1,NeighborMinDistCh1,NeighborVarDistCh1,PerimCh1,ShapeBFRCh1,ShapeLWRCh1,ShapeP2ACh1,SkewIntenCh1,SkewIntenCh3,SkewIntenCh4,SpotFiberCountCh3,SpotFiberCountCh4,TotalIntenCh1,TotalIntenCh2,TotalIntenCh3,TotalIntenCh4,VarIntenCh1,VarIntenCh3,VarIntenCh4,WidthCh1,XCentroid,YCentroid
1,113.999637,311,59.27946128,247.3804714,25.93939394,80.39393939,1.15136876,0.891546175,51.44155844,33.48237477,62.45083488,6.598839832,4.575694176,5.627956995,19.90913764,2.645195019,680.9027254,257.4111627,1245.244898,4131.958679,1.735660598,1.304595455,39.18297246,8.306203289,0.106142585,0.055588952,7.270681818,5.993863636,5.368984142,5.83820402,0.329545455,0.223484848,0.99177033,8.719822548,1.143564771,37.11109673,169.0207181,28.95770628,76.17935573,94.97835149,0.531005988,2.349157942,2.205651443,0.782632611,2.745245192,1.469699173,1,9,17606,73176,7704,23877,34.77236241,42.63844194,107.4658024,15.7976167,189,142
1,133.4656483,225,49.67906977,2.4,120.4232558,128.9348837,1.174917492,0.844098642,50.4961039,100.1584416,64.18441558,6.405608071,7.025294347,6.000079144,16.93922179,1.82528455,348.3730327,190.8595745,901.4399093,2544.948426,1.481149503,1.493289614,30.57101697,7.791702034,0.006840821,0.039011726,20.09493927,5.062483131,7.443447927,6.109556553,0.021052632,0.184615385,0.275093761,0.294968473,-1.236561067,25.34829258,263.2154522,21.91048062,136.941683,76.72543801,0.557058388,1.588259092,1.96663649,0.893953175,0.891991217,0.226112802,0,7,10681,302,25891,27721,36.84340563,88.52114407,108.4949702,15.95979693,481,137
1,104.2669409,209,42.66,308.535,0.12,62.445,1.061904762,0.943921167,42.55371901,1.50137741,47.4077135,6.098625755,0.216709134,4.859902699,16.33763625,1.892893202,318.2948411,168.1525618,838.5487528,2283.317416,1,1.462449161,20.33506996,10.82460243,0.904605891,0.114606587,0.046689948,3.473276647,0.342850982,4.927635393,0.95505618,0.345945946,-0.29309986,67.12665396,0.745116261,23.34297698,254.8006988,32.90556301,121.7632937,62.31934477,0.645712516,1.678353205,1.404027759,0.281028176,8.078863582,1.293453288,0,8,8532,61508,24,12489,24.07165138,0.869252552,78.6611529,13.90826252,396,147
1,35.98849731,611,43.0051458,116.0102916,64.96226415,233.6226415,1.385615603,0.901443389,44.72684752,45.98596819,132.7867166,6.528062946,6.479273804,7.643498705,27.89385262,4.270375091,2379.344867,557.1746783,2444.369615,11363.81429,1.230138352,1.756557383,67.94251727,9.491794331,0.026506501,0.011962899,6.132076,8.98716764,6.607883413,7.1803284,0.140977444,0.077067669,2.009460066,2.574066263,-0.821279233,62.02291697,208.8250176,33.78571429,91.26747309,154.8686232,0.489978955,3.084429986,2.959541843,1.368113269,1.839654879,0.137692534,4,12,25072,67052,37873,136202,32.57852328,84.6139368,162.8201766,20.10838867,157,302
0,154.8579416,681,60.88923077,178.9661538,103.0738462,209.4153846,1.122350316,0.82285546,59.52700491,87.76104746,160.710311,6.958347502,6.798020329,7.232712249,29.4530926,1.30180742,1546.55353,1188.004851,2725.283447,13378.00429,1.481698049,1.588365014,49.84162783,14.13764015,0.036192824,0.021736038,7.642647437,9.715570354,6.600607803,6.883258221,0.174342105,0.136807818,-0.019640933,0.433958567,0.270551294,39.07678213,251.9139086,35.71613487,117.7897616,127.958536,0.610472071,1.36820666,1.849085301,0.683250794,1.058040231,0.960592538,3,13,39578,115679,66998,136120,41.38111841,107.8872521,201.8044516,28.56058465,409,86
1,165.7846381,185,20.68361582,101.9152542,14.07909605,100.2937853,1.191655802,0.881880465,36.87138264,15.99678457,52.78778135,5.329471983,4.572687566,5.803878693,15.36953958,1.725142503,252.9845141,146.6455749,742.1156463,1900.995966,1.562019126,1.326779208,26.51023629,7.581586674,0.056955449,0.05230304,13.42299578,5.151154133,6.051566576,5.966580313,0.22875817,0.215189873,-0.236480258,-0.34319543,-1.160750369,23.83223679,284.6383673,34.82457658,126.3518785,68.18364593,0.513796156,1.572928075,1.840663074,0.584371397,0.691661608,0.331747676,1,6,3661,17863,2492,17752,15.96222279,13.54191915,86.10546428,15.15151084,45,104
1,178.2639643,464,53.20090293,5.674943567,78.48984199,1.866817156,1.332977018,0.84750476,73.94987469,123.3458647,5.899749373,6.523230631,5.204617201,2.542028492,24.31510154,4.647823966,1644.189897,353.7547697,1857.385488,7527.086123,1.459397663,1,66.82949864,7.336415564,0.082282297,0.072320138,9.02624629,8.723715982,5.642356887,4.820054592,0.279126214,0.230569948,11.30254332,12.99129807,2.807886,56.40774281,257.8387866,116.9341079,83.92875608,148.3318284,0.601944776,4.124696863,3.571117468,2.958434338,3.313409456,1.637408972,5,17,23568,2072,34771,827,64.7111854,154.6492916,2.519065994,13.67560931,381,376
0,0.031836871,223,52.342723,228.0140845,14.00469484,9.131455399,1.035107588,0.959397277,59.64285714,13.8622449,12.23979592,6.326134329,2.725139064,3.376722516,16.86025063,1.425956467,303.6295872,212.9304746,893.0544218,2509.52023,1.28475532,1.26976185,14.89980802,14.89980802,0.395572625,0.165820567,0.980943455,4.805112986,2.86365157,4.452306707,0.628865979,0.402061856,-0.010370517,2.479946921,0.934803552,19.45636017,278.9972509,27.31864546,130.9485695,59.59923209,0.800365869,1.35704366,1.221602318,0.546520918,1.856130736,1.42246304,2,9,11149,48355,2983,1945,31.46769573,25.88916384,13.26053824,14.33731334,65,90
1,72.65856547,509,103.8559671,307.2119342,119.5884774,274.8477366,1.182358771,0.871002544,68.36052922,96.20396913,202.1179713,7.293221721,6.84650499,7.87997902,25.46785445,1.561851544,1095.206039,701.2228808,2037.673469,8649.195221,1.500281178,1.484203031,43.21615237,12.23639261,0.032130113,0.008607163,8.015059128,13.06327557,6.638786791,7.443739538,0.166666667,0.057649667,13.83981196,24.76321295,-0.336292148,36.64584333,190.6514813,47.32835679,78.15102537,110.9050899,0.563364259,1.485128843,1.850934363,2.598457718,3.680014116,0.645432359,4,6,50474,148820,58120,133576,68.16534482,141.7125394,214.3627974,24.67519468,328,163
0,66.43701664,222,48.93396226,266.0707547,4.603773585,46.85377358,1.11406423,0.928676297,46.16315789,8.489473684,34.73157895,6.266825854,1.303187755,4.015801971,16.82062602,2.931349814,432.2740509,147.4658701,888.861678,2491.868311,1.701119189,1.380313405,27.98325171,8.456057166,0.694327209,0.223932753,0.301601818,2.034724532,1.255502492,4.004365778,0.838709677,0.474226804,0.117618183,12.24774922,-0.172464151,28.49233251,201.5498896,14.47885314,106.1368307,72.87861776,0.692557575,2.530100081,1.786165626,0.478962712,3.504867717,1.10269587,1,7,10374,56196,976,9933,28.28185927,13.86435585,64.73984465,11.26134603,289,115
0,73.60260616,236,33.81415929,202.6769912,22.5840708,43.93362832,1.051633298,0.944734912,46.16019417,35.65533981,27.7961165,5.969016075,4.507846623,3.695591262,17.36714555,1.699929578,362.3261459,213.1418563,947.5600907,2742.735669,2,1.426282338,23.058632,10.78477312,0.095914477,0.306458849,12.02513499,1.744995402,5.472649401,3.550787603,0.298578199,0.567164179,1.181617701,3.011708041,-0.794644646,24.90201599,239.4494687,27.31864546,121.0471815,67.68681024,0.592241718,1.550319616,1.46605785,0.953353161,1.696781279,0.905648309,2,6,7642,45580,5104,9929,26.02570162,29.65053855,59.08820482,16.06250461,301,90
1,173.0046876,297,123.4260563,3.408450704,23.35915493,28.81690141,1.069053708,0.950003985,70.76425856,28.83269962,24.42965779,7.110262514,4.60460863,4.337682396,19.46854048,1.908915937,540.8694631,283.3385445,1190.739229,3863.659147,1.055394646,1.553885561,24.59054277,12.49994887,0.093749348,0.161834796,8.420451752,3.907523896,5.49443416,4.766137933,0.301158301,0.400749064,-0.508503294,1.311877062,-0.268779583,26.52690089,224.1107502,27.56691508,104.7820016,74.18098327,0.761119122,1.799156709,1.424611293,-0.39307306,1.371048572,0.94474009,2,7,35053,685,6634,8184,52.21844175,29.96449579,34.9885534,14.74407469,124,144
1,175.881269,680,293.4206471,69.39753467,24.29583975,41.96456086,1.146176912,0.89523552,113.137031,22.15660685,29.13539967,8.497938704,3.294522722,4.994189979,29.43042765,1.734025407,1780.804826,1026.977355,2721.090703,13347.14385,1.135174252,1.359216519,48.50543575,14.41364276,0.33211963,0.164708774,1.788691047,3.740210795,3.239801854,4.817316513,0.575806452,0.400990099,-0.045944937,10.31142907,2.654267877,41.43488437,181.8019441,26.69768604,80.80676741,125.838157,0.614771009,1.551538705,1.802387208,0.695308375,3.06547914,1.664366952,3,13,190430,44391,15768,27235,183.7630541,54.9458509,55.99315093,26.7056724,282,88
1,34.83701402,466,160.4696629,202.5595506,144.4426966,272.5707865,1.27360515,0.801587284,92.05738706,120.015873,128.4456654,7.723457292,5.214372181,6.902434408,24.3699271,1.507850724,942.8459532,625.291309,1865.770975,7578.117107,1.346936766,1.378054544,49.50543848,9.866686641,0.154106341,0.049275344,3.08389688,3.69673143,4.744372086,5.988460425,0.384428224,0.203431373,3.001238051,8.558145756,-0.142422684,35.66300213,181.2510269,19.31719946,73.18324787,118.7442502,0.496447085,1.353662576,2.297145451,1.405199943,2.665290682,0.816932204,0,12,71409,89695,64277,121294,111.1353749,243.7467455,264.1886924,26.34556259,257,74
1,96.12641966,236,24.46902655,110.699115,39.90707965,97.89823009,1.164742917,0.841428753,41.21287129,38.7029703,74.36633663,5.596963333,5.511458113,6.295931637,17.36714555,2.466505995,436.4407535,176.9469664,947.5600907,2742.735669,1.005287873,1.464750877,34.11359744,7.320550139,0.035217875,0.015469542,11.42005148,13.67698247,6.448695619,6.939513926,0.170731707,0.100502513,2.233056525,4.494313207,-0.872672726,27.81277505,150.258274,18.82250908,75.72121949,82.86829515,0.645303507,2.107200701,2.188230824,1.154238324,1.486143424,0.202651943,2,6,5530,24793,9019,22125,19.82783009,38.28936454,72.79370351,13.19892075,327,298
1,1.79898774,150,133.2916667,6.923611111,276.1875,2.576388889,1.253634895,0.919461211,141.9306122,294.6979592,6.844897959,6.567188977,6.853884897,2.875700344,13.86294405,4.900720436,312.8925718,63.84623972,603.755102,1394.970534,1.156034964,1,32.17299475,5.041705804,0.00754478,0.044104824,18.99768984,12.71310433,7.252131769,5.283427472,0.026315789,0.167938931,13.91542902,14.81503529,0.896324233,30.76342822,230.6035664,77.8364615,93.20616289,74.42940111,0.604080271,3.787592875,2.717738229,3.119777463,3.270469243,1.141583113,0,5,19194,854,39771,371,124.6618134,287.4120631,2.9287366,8.122158118,176,375
0,84.30315602,249,250.710084,201.7058824,35.18487395,22.70168067,1.076142132,0.95105985,136.4862385,20.76146789,22.61009174,7.363710083,2.74610593,5.238544524,17.82225704,2.269303467,452.4111234,199.3612269,997.8730159,2964.058231,1.07846745,1.685988314,25.53382923,10.10877709,0.470999027,0.033081797,0.570838949,14.32201819,2.461736737,6.566655439,0.688679245,0.174107143,21.03416499,2.719202006,1.595658526,26.89409075,244.0365902,24.59274869,121.3873098,71.28521264,0.722718404,2.095402986,1.566649671,4.104310054,1.815179673,1.395536178,2,9,59669,47769,8374,5403,215.43188,63.01159909,24.93856479,12.83480597,109,107
0,120.7500027,499,947.1257862,486.8805031,53.21383648,282.6834382,1.284199899,0.880951963,292.4088335,34.45186863,193.0407701,8.671903239,5.826348254,7.145494099,25.23093902,3.307294655,1549.656933,468.5572633,1999.938776,8410.055549,1.212393726,1.363087951,51.25537009,10.12799413,0.072246104,0.041378529,3.848342363,6.589376962,5.778908909,6.400515762,0.261958998,0.191343964,-1.023244786,0.340711565,1.758299521,45.47473665,238.9941462,25.5952381,107.0720706,122.7667284,0.622040327,2.572777427,2.310394347,-0.003828949,0.97248245,1.430745795,4,6,451779,231766,25383,134840,493.5320152,55.35167137,298.6440187,17.67534811,181,150
1,85.32731746,330,81.18730159,212.3619048,121.6825397,278.2761905,1.108415466,0.925527107,63.8641115,87.49477352,193.2926829,6.868144927,5.784509786,6.427114206,20.50357076,2.516873983,725.4677597,288.2415904,1320.714286,4513.226469,1.52416452,1.178860924,39.33914813,8.786141298,0.092215779,0.040920629,3.667971029,7.218342893,5.481222648,6.293852362,0.297297297,0.189189189,0.441222449,0.564005829,-0.908624543,37.92185483,359.6385344,16.02515384,128.8492419,96.25057886,0.533933223,2.325504603,2.132903113,0.773981476,1.222860477,0.590490253,4,8,25574,66580,38330,87657,46.50345436,144.4577189,265.6737883,16.30693605,12,85
1,126.7003124,323,15.53398058,19.99352751,11.26537217,10.60194175,1.154434251,0.724813648,30.77657658,20.10990991,19.1981982,4.934401801,4.513087285,4.627709951,20.30735983,1.550559357,553.2271275,356.79197,1295.557823,4384.893149,1,1,43.68727517,7.845689652,0.02089215,0.007873094,36.3519947,50.9708197,6.870696264,7.472373864,0.126811594,0.046594982,1.172465899,0.547349896,-0.062616542,27.43070236,224.5372763,42.38620888,107.2575043,103.0659296,0.588223388,1.366530514,2.466219511,1.039976464,0.955565793,0.696504365,1,10,4800,5870,3481,3276,14.15481818,11.40065283,8.885834484,20.0732454,390,145
0,86.66447541,310,48.96621622,246.8918919,2.293918919,6.266891892,1.053061224,0.950815339,40.29582577,4.887477314,6.920145191,6.404304955,1.629851539,1.694902125,19.87559232,1.146977099,446.104383,388.9392243,1241.052154,4111.107777,1.456308657,1.431250971,17.73347419,17.73347419,0.558140529,0.635098611,0.694132606,0.327397423,1.875816066,1.544306971,0.748201439,0.798561151,-0.337050856,10.13092915,7.968023547,22.72392597,303.4299899,30.44004553,131.0288292,70.93389675,0.718873208,1.196434667,1.247328288,0.442102534,3.139412254,2.88073697,1,7,14494,72785,679,1855,27.81318362,6.004904824,15.87343475,18.99303539,12,88
0,21.02819486,375,150.3351955,211.7849162,70.60055866,115.8128492,1.227181879,0.883654744,81.31050228,72.74429224,79.93455099,7.487163255,4.207581435,6.244136614,21.85826757,2.359866294,851.1180268,360.6636651,1501.002268,5468.218197,1.771146151,1.672065539,39.81952052,9.87786315,0.221318019,0.060534535,2.851851852,6.741825158,4.181836929,6.140558083,0.465465465,0.237237237,-0.350097179,5.984587403,-0.569347785,35.57679865,183.4492552,14.47885314,89.37753544,99.39476734,0.543536934,1.833333333,1.998736641,0.365207432,2.477638441,0.635596339,1,8,53820,75462,25275,41461,81.54533606,130.1577028,108.8024767,19.40552654,329,94
1,145.3489222,503,123.2125,251.325,4.239583333,50.05208333,1.275087369,0.906119768,63.62022472,6.44494382,27.97303371,7.551637193,2.351264556,4.218468246,25.31015724,2.088383816,1243.049909,595.2210025,2012.517007,8489.520314,1.539086186,1.421453176,47.90312497,10.95709539,0.393719456,0.281738257,1.341706056,1.560613865,2.798138526,3.724176538,0.623873874,0.529147982,-0.811902734,5.935567321,0.250610188,43.18822442,218.4297746,34.07917286,91.9721917,117.7204407,0.467257985,1.732239204,2.101028932,0.134055374,2.496829853,1.104673718,3,14,59142,120157,2035,24025,71.28292112,9.027902109,66.9034394,24.93202112,388,83
1,142.2706096,328,33.69968051,167.8146965,68.58466454,37.25878594,1.576894224,0.766856375,39.74864376,73.15551537,28.94575045,5.987705129,5.547230897,4.08618287,20.43837641,2.238224149,677.6256631,302.7514753,1312.328798,4470.311659,1.783782877,1.656513175,55.17687859,6.330694555,0.056138365,0.196917027,8.049345978,2.310183126,5.963641373,4.304327853,0.226618705,0.450909091,1.600440531,2.843150499,0.319271358,37.89204787,227.0583316,19.31719946,117.5546437,123.0151463,0.451161503,1.974447186,3.447436289,1.303945158,1.725929889,1.193709015,1,7,10548,52214,21467,11662,33.04115789,94.53193937,51.7886476,19.19121875,62,93
1,87.17658147,256,37.77142857,246.0040816,69.02040816,77.31020408,1.134241245,0.940504163,51.18834081,61.32735426,67.53811659,6.159337812,6.366403692,6.368253893,18.08244974,2.392403598,485.1632542,202.7932305,1027.222222,3095.782368,1.539884375,1.490314632,28.34810567,9.502708577,0.010857206,0.021255627,17.51527378,13.40476526,7.21635181,6.818771835,0.074235808,0.144104803,3.23749611,0.549773773,3.054966103,28.83359111,162.0270179,28.95770628,68.37949553,75.70162848,0.643154472,2.082132436,1.692881477,1.401296083,0.742859892,1.595554648,2,5,9254,60027,16910,18941,29.26955652,52.65881316,78.52981819,13.84810621,217,146
1,110.4863766,529,19.64950495,120.4633663,32.1049505,84.54257426,1.140535373,0.896045364,35.0443038,25.74050633,56.6350211,5.299612387,5.327992878,6.090890289,25.96091012,1.770238146,1235.021349,697.6583077,2117.335601,9161.326537,1.38378948,1.633796181,38.40781331,14.27316996,0.080976626,0.056682181,5.836334706,5.925975298,5.869900365,6.109143471,0.275789474,0.229473684,0.26142029,0.127474094,-0.880358525,34.50485598,268.210865,21.91048062,139.2503976,105.3619665,0.692163741,1.556824203,1.611444228,0.813437843,0.938154267,0.466256918,4,9,9923,60330,16213,42694,17.29024004,33.55968343,77.59842469,22.1636174,494,154
1,90.57834285,216,27.88888889,125.4637681,23.48792271,85.96618357,1.090492554,0.917140891,38.4739726,18.91780822,48.96712329,5.695939716,3.711853195,5.340839796,16.62108602,4.16727851,497.2826783,119.33032,867.8979592,2404.23444,1.321394381,1.282377296,34.19599887,6.689863996,0.26227127,0.090400023,1.696090226,3.308721805,3.768122718,5.370206288,0.510526316,0.291428571,0.106612588,1.978490821,-1.015690459,31.7881491,207.5128692,11.93956817,97.88108617,81.77172573,0.806932885,3.758021166,2.32595499,0.686097245,1.684861429,0.566170266,0,8,5773,25765,4862,17795,21.25375152,37.0437605,87.89999707,8.45874669,303,153
1,0.329125212,211,109.3217822,15.38613861,195.8316832,2.925742574,1.205542725,0.902298091,96.03428571,191.4057143,7.76,6.963144017,6.909086173,3.069774037,16.41912122,5.244188389,537.7590735,102.543813,846.9342404,2317.65266,1.063500816,1,39.37890203,5.762787801,0.008096561,0.033777637,13.44879094,14.26011911,7.197213628,5.538927914,0.023952096,0.120218579,2.801639814,3.230196501,1.327478745,35.86214741,262.650809,37.89478512,128.2411708,90.28337966,0.707151078,4.295315714,2.858294329,1.436789663,1.566436386,1.274846784,2,7,22083,2907,39558,591,83.68972884,189.9377475,3.353648921,8.349129565,89,376
0,92.67823297,470,228.5122494,149.8908686,122.9777283,109.3296214,1.283261803,0.90783832,118.5464415,117.3908323,53.3305187,8.008363764,4.801303395,6.813423888,24.47920983,2.676567175,1273.151646,475.6658668,1882.54195,7680.523235,1.624871242,1.387966116,49.94324692,9.780194094,0.19249318,0.026508278,2.623034362,5.195302854,4.431415577,6.583793238,0.437647059,0.141176471,5.72212774,11.05196379,-0.854184158,46.30814176,197.6441364,33.01686506,99.49144714,119.446882,0.540846189,2.46435807,2.324411154,2.126525063,3.253138563,0.408001267,4,8,102602,66853,55217,49089,213.4046951,264.8644725,87.67924963,18.79115796,125,112
0,136.0222712,250,76.41841004,275.6527197,44.83263598,0.711297071,1.103935419,0.921225666,73.39179954,55.82915718,2.968109339,6.790718702,3.852466258,0.998500156,17.85965951,1.289274735,343.1556375,266.1617637,1002.06576,2982.758879,1.030184358,1,23.05515585,11.26377408,0.22782948,0.644765757,4.551729149,0.523934072,4.179574334,1.364274905,0.483870968,0.806306306,-0.019949422,5.200073936,19.51098036,23.136646,232.5077201,24.59274869,115.4410528,68.63785986,0.597930784,1.277660551,1.443653727,0.780697277,2.288992871,4.302147001,2,5,18264,65643,10715,170,53.48006937,80.04871178,2.44014498,18.10860168,133,106
1,63.43260842,157,28.51333333,4.846666667,65.32666667,27.72666667,1.142410016,0.931665922,40.5037594,39.39849624,23.85714286,5.655029484,6.208599901,4.24542019,14.14880803,1.598154702,189.9624873,118.8636414,628.9115646,1483.058166,1.45467071,1.498385299,20.38648707,8.213661505,0.007335673,0.142221271,23.4165536,6.028493894,7.303028001,4.891603019,0.022727273,0.388059701,0.245807929,1.526201377,-0.343808435,19.23016589,228.519467,28.44643293,111.070228,57.20029715,0.55803697,1.312500399,1.554908849,0.697600595,0.760538534,0.746991087,0,5,4277,578,9799,4159,19.26888223,32.0748077,30.17104499,14.65155051,389,119
0,23.30039735,222,29.80660377,142.8584906,1.462264151,2.797169811,1.464008859,0.828685264,41.2972973,4.72972973,7.448648649,5.776381663,1.77837509,2.424426836,16.82062602,2.965785853,434.8057077,146.6072499,888.861678,2491.868311,1,2,40.04430756,5.9091539,0.321092351,0.21789697,4.207826748,10.53194412,3.03162433,3.900533633,0.565934066,0.462765957,4.412751671,10.9851513,16.01632164,31.05798312,223.4510719,32.66578161,108.8494158,91.90692292,0.497581425,2.159914039,2.840651296,1.367134028,3.209303843,3.526565512,2,10,6319,30075,310,593,20.40845537,3.438611305,5.558555492,14.37926814,242,102
0,27.36094929,271,496.5714286,316.3861004,85.73745174,320.8339768,1.100732601,0.952604147,159.8474576,37.68644068,110.3940678,7.622834929,6.833194921,7.626771415,18.5919142,2.381875375,526.1756107,220.9081198,1085.920635,3364.890546,1.043240865,1.302666626,28.74350905,9.955456776,0.009077952,0.008713619,11.99160977,9.834567014,7.313606047,7.166607836,0.060869565,0.039130435,-0.807234016,-0.592279936,-0.760135389,31.54487835,243.3424556,33.80122299,112.710313,77.39793165,0.608576297,2.230666538,1.665886063,-0.345027909,0.507689328,0.484775346,3,7,128612,81686,22206,83096,227.2924691,42.59788395,151.8187532,14.14145853,383,143
1,19.03468198,489,29.96573876,4.496788009,67.71092077,16.90364026,1.711720698,0.79020208,38.53381643,50.61111111,20.61835749,6.070489461,6.915923656,3.695566244,24.96506291,3.257306795,1489.793942,457.3698567,1958.011338,8146.979371,1.785308376,1.762471056,77.52379619,6.777315209,0.00609832,0.227965303,15.80647759,3.440196078,7.670888835,4.095696435,0.021428571,0.485714286,0.358315313,0.78127756,5.752515135,57.90527352,170.1166797,36.98489763,93.69571826,168.6022228,0.361302265,2.474866108,4.305478634,0.79590501,0.84635236,2.329640622,4,11,13994,1634,31621,7894,21.71902785,47.36056904,29.73396186,23.39733585,385,159
0,0.34938535,491,164.0277186,110.6098081,26.93603412,69.90405117,1.156378601,0.903073746,72.49942857,20.10857143,34.24571429,7.892974871,3.830836236,5.827931743,25.01846418,1.751835118,1099.581511,627.6740883,1966.396825,8199.371422,1.073858519,1.363241103,41.22294154,12.35764233,0.251234447,0.072486131,1.949781568,5.21521028,3.756682767,5.92772315,0.494199536,0.262180974,-0.516528561,14.64294505,-1.314401192,38.94149702,201.6995098,36.1826511,85.61782284,107.1611677,0.584967571,1.804454366,1.793857075,0.603616289,3.578171122,0.100931805,2,10,76929,51408,12633,32785,107.2547795,59.91949256,57.53209325,21.58076024,290,89
1,137.4098373,294,101.3345196,7.192170819,16.31672598,10.77224199,1.062605753,0.959796655,63.83172147,19.75435203,8.191489362,6.781971497,3.274157905,1.643421029,19.36544069,1.990042721,543.5158707,273.1176899,1178.160998,3802.601154,1.730707319,1.114660295,24.97168159,12.40360784,0.296734461,0.644910715,2.280760827,0.135434438,3.580022274,1.44003953,0.552123552,0.802325581,-0.269367404,4.348285426,6.756542247,27.42461247,236.277741,27.56691508,113.4472315,74.75057886,0.739316449,1.887846667,1.435558408,-0.324222643,2.071115955,2.701169763,2,8,28475,1741,4585,3027,42.45762196,28.7885166,27.21467468,14.52692793,99,154
0,83.4321366,596,528.7029877,92.4112478,35.6801406,48.04920914,1.042132416,0.948370181,150.6321627,33.41774492,35.22735675,8.575697496,4.770317153,6.008566864,27.55689984,1.345940197,1287.961353,956.9231655,2385.671202,10956.95039,1.447353615,1.470491374,28.2951765,21.54148516,0.136757571,0.030888335,5.182965914,7.773097529,4.955511402,6.654285557,0.387867647,0.159926471,-0.780349844,7.004439201,1.800353975,31.88111042,209.0385143,29.10213464,87.0437611,99.67332332,0.738058331,1.257786615,1.297052009,-0.032084,2.501324927,0.974449003,3,7,300832,52014,20302,27340,253.1660847,58.67781301,44.25907555,25.3469945,157,99
1,59.95960038,410,63.00510204,131.0178571,124.0459184,138.8367347,1.339350181,0.791227157,58.89548023,103.0367232,97.19491525,6.888563524,6.49557776,5.127510597,22.87269074,2.329163731,968.8368755,415.9591112,1643.555556,6265.42299,1.487315682,1.56305284,55.08557092,7.90626749,0.039595674,0.145832744,8.888314176,3.906561303,6.469326221,4.830016614,0.191666667,0.375,4.076660801,3.663415223,2.697637739,42.90432441,179.5973831,43.65320195,95.06453176,125.9836768,0.480897297,2.154418521,2.900058523,1.780659972,1.689575492,1.884363077,2,8,24698,50968,48626,54424,51.04179934,134.835228,214.9927357,19.91457276,376,93
1,96.05776694,364,23.91954023,137.9913793,39.45689655,127.4482759,1.461590755,0.771735898,36.76489533,42.63607085,96.09500805,5.660234711,5.949039882,5.996680444,21.55082233,2.47832784,835.9297738,337.2958817,1459.07483,5240.710404,1.596544594,1.73995413,56.28223445,6.848881954,0.020363273,0.068615408,18.85777446,7.111899869,7.069951916,5.88665809,0.132075472,0.267295597,1.660992402,1.576076379,-0.623058183,38.79556154,228.8765737,24.74147509,124.9974508,126.2622328,0.437562186,1.805453443,3.291118205,1.051490431,1.104937789,0.771238338,1,6,8324,47674,13731,44352,19.74898129,35.82991243,133.7527105,21.4879878,66,154
0,60.0309862,309,41.9220339,254.1152542,38.9559322,234.9762712,1.103843009,0.926774783,44.97431193,33.25688073,137.0183486,6.319158032,5.45545398,6.745545159,19.84199028,2.0388847,591.7672246,290.240652,1236.85941,4090.292066,1.740757337,1.481072056,27.68718759,11.57513201,0.063941302,0.026989534,7.373666559,10.97347934,6.003745166,6.786387184,0.253623188,0.144981413,3.518995666,0.157287266,-1.021853847,28.95750018,186.6804027,27.85063009,77.19827769,78.52463921,0.671872387,1.822000877,1.531068656,1.459962321,0.990418075,0.047193061,2,5,12367,74670,11492,69318,30.12995619,41.52607623,170.7662376,15.89324163,287,152
0,106.3296053,274,276.8435115,363.8015267,35.33587786,184.4389313,1.055248619,0.965845625,104.8474227,29.99381443,106.9010309,7.561001484,5.695217171,7.42051051,18.69927937,1.775303187,462.178516,260.3377943,1098.498866,3423.522865,1.520389007,1.500183249,20.00684521,14.22425575,0.020893722,0.007653711,16.84218628,12.04511515,6.984887632,7.321319471,0.130081301,0.028455285,-1.049966342,-0.488930909,-0.94933878,25.47628101,170.3136344,29.70812283,75.1474336,68.46220192,0.725579254,1.71481509,1.310633077,0.030044743,0.303989871,0.042932102,0,5,72533,95055,9258,48323,138.7905031,25.31394049,110.1141067,14.85657618,232,142
1,12.25525813,155,68.81756757,244.1283784,137.7432432,288.7905405,1.072933549,0.960744823,56.14606742,80.45318352,217.7790262,6.397703599,6.255005961,6.366250747,14.05416611,1.274008439,166.2265059,130.4751999,620.5260771,1453.496094,1.5358892,1.763438409,14.16978754,11.41038149,0.020542561,0.019108238,8.849034901,9.983868253,6.531828935,6.510166616,0.111940299,0.126865672,-0.990902682,-0.83850483,-0.743133616,15.87646396,207.9839191,17.90935225,109.0213686,51.16033805,0.764034673,1.241425284,1.288222471,0.0926739,0.292616644,0.660349808,1,3,10185,35984,20386,42741,40.6378264,103.6654,261.5100188,12.78890012,377,196
